OriginalName,Organizations,Type,CleanName,CleanNameNoMiddle,IsDuplicate
"Woodard, Joseph",Citizenship Commission,Govenor In Council Appointments,"Woodard, Joseph","Woodard, Joseph",FALSE
"Gibault, George",Civilian Review and Complaints Commission for the Royal Canadian Mounted Police,Govenor In Council Appointments,"Gibault, George","Gibault, George",FALSE
"Askanas, Wiktor",Competition Tribunal,Govenor In Council Appointments,"Askanas, Wiktor","Askanas, Wiktor",FALSE
"Gascon, Denis",Competition Tribunal,Govenor In Council Appointments,"Gascon, Denis","Gascon, Denis",FALSE
"Majeau, Claude",Copyright Board,Govenor In Council Appointments,"Majeau, Claude","Majeau, Claude",FALSE
"Thomas, Dennis",Court of Queen's Bench of Alberta,Govenor In Council Appointments,"Thomas, Dennis","Thomas, Dennis",FALSE
"Gosselin, Daniel",Courts Administration Service,Govenor In Council Appointments,"Gosselin, Daniel","Gosselin, Daniel",FALSE
"Awashish, Philip",Cree-Naskapi Commission,Govenor In Council Appointments,"Awashish, Philip","Awashish, Philip",FALSE
"Kanatewat, Robert",Cree-Naskapi Commission,Govenor In Council Appointments,"Kanatewat, Robert","Kanatewat, Robert",FALSE
"Saunders, Richard",Cree-Naskapi Commission,Govenor In Council Appointments,"Saunders, Richard","Saunders, Richard",FALSE
"Boyd, John",Defence Construction (1951) Limited,Govenor In Council Appointments,"Boyd, John","Boyd, John",FALSE
"Cataford, Paul",Defence Construction (1951) Limited,Govenor In Council Appointments,"Cataford, Paul","Cataford, Paul",FALSE
"McClellan, Shirley",Defence Construction (1951) Limited,Govenor In Council Appointments,"McClellan, Shirley","McClellan, Shirley",FALSE
"O'Neill, Lori",Defence Construction (1951) Limited,Govenor In Council Appointments,"O'Neill, Lori","O'Neill, Lori",FALSE
"Presser, Robert",Defence Construction (1951) Limited,Govenor In Council Appointments,"Presser, Robert","Presser, Robert",FALSE
"Gagnon, Geneviève",Detroit River Crossing International Authority,Govenor In Council Appointments,"Gagnon, Geneviève","Gagnon, Geneviève",FALSE
"Boivin, Jacques",Export Development Canada,Govenor In Council Appointments,"Boivin, Jacques","Boivin, Jacques",FALSE
"Burghardt, Jeff",Export Development Canada,Govenor In Council Appointments,"Burghardt, Jeff","Burghardt, Jeff",FALSE
"Clarke, Herbert",Export Development Canada,Govenor In Council Appointments,"Clarke, Herbert","Clarke, Herbert",FALSE
"Culbert, Heather",Export Development Canada,Govenor In Council Appointments,"Culbert, Heather","Culbert, Heather",FALSE
"Daignault, Benoit",Export Development Canada,Govenor In Council Appointments,"Daignault, Benoit","Daignault, Benoit",FALSE
"Gordon, Lindsay",Export Development Canada,Govenor In Council Appointments,"Gordon, Lindsay","Gordon, Lindsay",FALSE
"Khurana, Vikram",Export Development Canada,Govenor In Council Appointments,"Khurana, Vikram","Khurana, Vikram",FALSE
"Lifson, Elliot",Export Development Canada,Govenor In Council Appointments,"Lifson, Elliot","Lifson, Elliot",FALSE
"McLeese, Robert",Export Development Canada,Govenor In Council Appointments,"McLeese, Robert","McLeese, Robert",FALSE
"Stefanson, Jason",Export Development Canada,Govenor In Council Appointments,"Stefanson, Jason","Stefanson, Jason",FALSE
"Steiner, Jeffrey",Export Development Canada,Govenor In Council Appointments,"Steiner, Jeffrey","Steiner, Jeffrey",FALSE
"Thibault, Darlene",Export Development Canada,Govenor In Council Appointments,"Thibault, Darlene","Thibault, Darlene",FALSE
"Warn-Schindel, Kevin",Export Development Canada,Govenor In Council Appointments,"Warn-Schindel, Kevin","Warn-Schindel, Kevin",FALSE
"Bettle, Donald",Farm Credit Canada,Govenor In Council Appointments,"Bettle, Donald","Bettle, Donald",FALSE
"Cloutier, Sylvie",Farm Credit Canada,Govenor In Council Appointments,"Cloutier, Sylvie","Cloutier, Sylvie",FALSE
"Halford, Jane",Farm Credit Canada,Govenor In Council Appointments,"Halford, Jane","Halford, Jane",FALSE
"Hanmer, Brad",Farm Credit Canada,Govenor In Council Appointments,"Hanmer, Brad","Hanmer, Brad",FALSE
"Hoffort, Michael",Farm Credit Canada,Govenor In Council Appointments,"Hoffort, Michael","Hoffort, Michael",FALSE
"Johnston, Dale",Farm Credit Canada,Govenor In Council Appointments,"Johnston, Dale","Johnston, Dale",FALSE
"May, Collin",Farm Credit Canada,Govenor In Council Appointments,"May, Collin","May, Collin",FALSE
"Muir, Jamie",Farm Credit Canada,Govenor In Council Appointments,"Muir, Jamie","Muir, Jamie",FALSE
"Schoepp, Brenda",Farm Credit Canada,Govenor In Council Appointments,"Schoepp, Brenda","Schoepp, Brenda",FALSE
"Skinner, Jason",Farm Credit Canada,Govenor In Council Appointments,"Skinner, Jason","Skinner, Jason",FALSE
"Daigneault, Pascale",Federal Bridge Corporation Limited (The),Govenor In Council Appointments,"Daigneault, Pascale","Daigneault, Pascale",FALSE
"Dub_, Micheline",Federal Bridge Corporation Limited (The),Govenor In Council Appointments,"Dub_, Micheline","Dub_, Micheline",FALSE
"Tropea, Deborah",Federal Bridge Corporation Limited (The),Govenor In Council Appointments,"Tropea, Deborah","Tropea, Deborah",FALSE
"Rooney, Jane",Financial Consumer Agency of Canada,Govenor In Council Appointments,"Rooney, Jane","Rooney, Jane",FALSE
"Cossette, G_rald",Financial Transactions and Reports Analysis Centre of Canada,Govenor In Council Appointments,"Cossette, G_rald","Cossette, G_rald",FALSE
"Bernard, Joanna",First Nations Financial Management Board,Govenor In Council Appointments,"Bernard, Joanna","Bernard, Joanna",FALSE
"Calla, Harold",First Nations Financial Management Board,Govenor In Council Appointments,"Calla, Harold","Calla, Harold",FALSE
"Muise, Deanna",First Nations Financial Management Board,Govenor In Council Appointments,"Muise, Deanna","Muise, Deanna",FALSE
"Nott, Gary",First Nations Financial Management Board,Govenor In Council Appointments,"Nott, Gary","Nott, Gary",FALSE
"Prodger, Jim",First Nations Financial Management Board,Govenor In Council Appointments,"Prodger, Jim","Prodger, Jim",FALSE
"Robb, Barrie",First Nations Financial Management Board,Govenor In Council Appointments,"Robb, Barrie","Robb, Barrie",FALSE
"Titus, Brian",First Nations Financial Management Board,Govenor In Council Appointments,"Titus, Brian","Titus, Brian",FALSE
"Jha, Aditya","First Nations Financial Management Board,?National Capital Commission",Govenor In Council Appointments,"Jha, Aditya","Jha, Aditya",FALSE
"Auclair, C_line",First Nations Tax Commission,Govenor In Council Appointments,"Auclair, C_line","Auclair, C_line",FALSE
"Brochu, Leslie",First Nations Tax Commission,Govenor In Council Appointments,"Brochu, Leslie","Brochu, Leslie",FALSE
"Lafond, Lester",First Nations Tax Commission,Govenor In Council Appointments,"Lafond, Lester","Lafond, Lester",FALSE
"Marsh, Kenneth",First Nations Tax Commission,Govenor In Council Appointments,"Marsh, Kenneth","Marsh, Kenneth",FALSE
"McCue, William",First Nations Tax Commission,Govenor In Council Appointments,"McCue, William","McCue, William",FALSE
"Paul, David",First Nations Tax Commission,Govenor In Council Appointments,"Paul, David","Paul, David",FALSE
"Price, Randy",First Nations Tax Commission,Govenor In Council Appointments,"Price, Randy","Price, Randy",FALSE
"Shaw, Ann",First Nations Tax Commission,Govenor In Council Appointments,"Shaw, Ann","Shaw, Ann",FALSE
"Buckley, Bert",Freshwater Fish Marketing Corporation,Govenor In Council Appointments,"Buckley, Bert","Buckley, Bert",FALSE
"Crate, Vince",Freshwater Fish Marketing Corporation,Govenor In Council Appointments,"Crate, Vince","Crate, Vince",FALSE
"Salkeld, Donald",Freshwater Fish Marketing Corporation,Govenor In Council Appointments,"Salkeld, Donald","Salkeld, Donald",FALSE
"Sprague, Trevor",Freshwater Fish Marketing Corporation,Govenor In Council Appointments,"Sprague, Trevor","Sprague, Trevor",FALSE
"Wharton, Marielle",Freshwater Fish Marketing Corporation,Govenor In Council Appointments,"Wharton, Marielle","Wharton, Marielle",FALSE
"Mill, Tracey",Great Lakes Fishery Commission,Govenor In Council Appointments,"Mill, Tracey","Mill, Tracey",FALSE
"Desrochers, Michel",Great Lakes Pilotage Authority,Govenor In Council Appointments,"Desrochers, Michel","Desrochers, Michel",FALSE
"Dion, Danièle",Great Lakes Pilotage Authority,Govenor In Council Appointments,"Dion, Danièle","Dion, Danièle",FALSE
"Geddes, Terry",Great Lakes Pilotage Authority,Govenor In Council Appointments,"Geddes, Terry","Geddes, Terry",FALSE
"Grieve, David",Great Lakes Pilotage Authority,Govenor In Council Appointments,"Grieve, David","Grieve, David",FALSE
"Pratt, Michael",Great Lakes Pilotage Authority,Govenor In Council Appointments,"Pratt, Michael","Pratt, Michael",FALSE
"Moccio, Matthew",Hamilton Port Authority,Govenor In Council Appointments,"Moccio, Matthew","Moccio, Matthew",FALSE
"Ahmed, Kamal",Harbour of Qu_bec,Govenor In Council Appointments,"Ahmed, Kamal","Ahmed, Kamal",FALSE
"Ashton, John",Historic Sites and Monuments Board of Canada,Govenor In Council Appointments,"Ashton, John","Ashton, John",FALSE
"Cusack, Leonard",Historic Sites and Monuments Board of Canada,Govenor In Council Appointments,"Cusack, Leonard","Cusack, Leonard",FALSE
"Roquet, Nicholas",Historic Sites and Monuments Board of Canada,Govenor In Council Appointments,"Roquet, Nicholas","Roquet, Nicholas",FALSE
"Sackett, Margot",Historic Sites and Monuments Board of Canada,Govenor In Council Appointments,"Sackett, Margot","Sackett, Margot",FALSE
"Wheeler, Lorne",Historic Sites and Monuments Board of Canada,Govenor In Council Appointments,"Wheeler, Lorne","Wheeler, Lorne",FALSE
"Wishart, Richard",Historic Sites and Monuments Board of Canada,Govenor In Council Appointments,"Wishart, Richard","Wishart, Richard",FALSE
"Berthiaume, Guy","Historic Sites and Monuments Board of Canada,Library and Archives of Canada",Govenor In Council Appointments,"Berthiaume, Guy","Berthiaume, Guy",FALSE
"Bosc, Marc",House of Commons,Govenor In Council Appointments,"Bosc, Marc","Bosc, Marc",FALSE
"Dufresne, Philippe",House of Commons,Govenor In Council Appointments,"Dufresne, Philippe","Dufresne, Philippe",FALSE
"Ahara, Roslyn",Immigration and Refugee Board,Govenor In Council Appointments,"Ahara, Roslyn","Ahara, Roslyn",FALSE
"Andrachuk, Rose",Immigration and Refugee Board,Govenor In Council Appointments,"Andrachuk, Rose","Andrachuk, Rose",FALSE
"Aterman, Paul",Immigration and Refugee Board,Govenor In Council Appointments,"Aterman, Paul","Aterman, Paul",FALSE
"Basmajian, Haig",Immigration and Refugee Board,Govenor In Council Appointments,"Basmajian, Haig","Basmajian, Haig",FALSE
"Bissonnette, Alain",Immigration and Refugee Board,Govenor In Council Appointments,"Bissonnette, Alain","Bissonnette, Alain",FALSE
"Brychcy, Anna",Immigration and Refugee Board,Govenor In Council Appointments,"Brychcy, Anna","Brychcy, Anna",FALSE
"Cousineau, Louis",Immigration and Refugee Board,Govenor In Council Appointments,"Cousineau, Louis","Cousineau, Louis",FALSE
"Cyr, Roxane",Immigration and Refugee Board,Govenor In Council Appointments,"Cyr, Roxane","Cyr, Roxane",FALSE
"de Andrade, Maria",Immigration and Refugee Board,Govenor In Council Appointments,"de Andrade, Maria","de Andrade, Maria",FALSE
"Dhir, Rena",Immigration and Refugee Board,Govenor In Council Appointments,"Dhir, Rena","Dhir, Rena",FALSE
"Dickenson, Kirk",Immigration and Refugee Board,Govenor In Council Appointments,"Dickenson, Kirk","Dickenson, Kirk",FALSE
"Dion, Mario",Immigration and Refugee Board,Govenor In Council Appointments,"Dion, Mario","Dion, Mario",FALSE
"Doyle, Elaine",Immigration and Refugee Board,Govenor In Council Appointments,"Doyle, Elaine","Doyle, Elaine",FALSE
"Fainbloom, Kevin",Immigration and Refugee Board,Govenor In Council Appointments,"Fainbloom, Kevin","Fainbloom, Kevin",FALSE
"Gaultier, Luella",Immigration and Refugee Board,Govenor In Council Appointments,"Gaultier, Luella","Gaultier, Luella",FALSE
"Gauthier, Lyne",Immigration and Refugee Board,Govenor In Council Appointments,"Gauthier, Lyne","Gauthier, Lyne",FALSE
"Greenside, Patricia",Immigration and Refugee Board,Govenor In Council Appointments,"Greenside, Patricia","Greenside, Patricia",FALSE
"Israel, Milton",Immigration and Refugee Board,Govenor In Council Appointments,"Israel, Milton","Israel, Milton",FALSE
"Kingma, Maryanne",Immigration and Refugee Board,Govenor In Council Appointments,"Kingma, Maryanne","Kingma, Maryanne",FALSE
"Leduc, Normand",Immigration and Refugee Board,Govenor In Council Appointments,"Leduc, Normand","Leduc, Normand",FALSE
"Mattu, Kashi",Immigration and Refugee Board,Govenor In Council Appointments,"Mattu, Kashi","Mattu, Kashi",FALSE
"McSweeney, Daniel",Immigration and Refugee Board,Govenor In Council Appointments,"McSweeney, Daniel","McSweeney, Daniel",FALSE
"Patel, Vandana",Immigration and Refugee Board,Govenor In Council Appointments,"Patel, Vandana","Patel, Vandana",FALSE
"Pettinella, Michele",Immigration and Refugee Board,Govenor In Council Appointments,"Pettinella, Michele","Pettinella, Michele",FALSE
"Rivest, Marie-Jos_",Immigration and Refugee Board,Govenor In Council Appointments,"Rivest, Marie-Jos_","Rivest, Marie-Jos_",FALSE
"Setton, Dominique",Immigration and Refugee Board,Govenor In Council Appointments,"Setton, Dominique","Setton, Dominique",FALSE
"Sterlin, Michael",Immigration and Refugee Board,Govenor In Council Appointments,"Sterlin, Michael","Sterlin, Michael",FALSE
"Uppal, Atam",Immigration and Refugee Board,Govenor In Council Appointments,"Uppal, Atam","Uppal, Atam",FALSE
"Zicherman, Doris",Immigration and Refugee Board,Govenor In Council Appointments,"Zicherman, Doris","Zicherman, Doris",FALSE
"Jolicoeur, Ren_e",Independent Review Panel for Defence Acquisition,Govenor In Council Appointments,"Jolicoeur, Ren_e","Jolicoeur, Ren_e",FALSE
"Lagass_, Philippe",Independent Review Panel for Defence Acquisition,Govenor In Council Appointments,"Lagass_, Philippe","Lagass_, Philippe",FALSE
"Sinclair, Murray",Indian Residential Schools Truth and Reconciliation Commission,Govenor In Council Appointments,"Sinclair, Murray","Sinclair, Murray",FALSE
"Wilson, Marie",Indian Residential Schools Truth and Reconciliation Commission,Govenor In Council Appointments,"Wilson, Marie","Wilson, Marie",FALSE
"Irish, Maureen",Internal Trade Agreement: Dispute Resolution Roster of Panellists,Govenor In Council Appointments,"Irish, Maureen","Irish, Maureen",FALSE
"Brown, Malcolm","International Bank for Reconstruction and Development,?Multilateral Investment Guarantee Agency",Govenor In Council Appointments,"Brown, Malcolm","Brown, Malcolm",FALSE
"Scattolon, Faith",International Commission on the Conservation of Atlantic Tunas,Govenor In Council Appointments,"Scattolon, Faith","Scattolon, Faith",FALSE
"Gilmore, Scott",International Development Research Centre,Govenor In Council Appointments,"Gilmore, Scott","Gilmore, Scott",FALSE
"Heath, Alanna",International Development Research Centre,Govenor In Council Appointments,"Heath, Alanna","Heath, Alanna",FALSE
"Houlden, Gordon",International Development Research Centre,Govenor In Council Appointments,"Houlden, Gordon","Houlden, Gordon",FALSE
"Khoja, Shainoor",International Development Research Centre,Govenor In Council Appointments,"Khoja, Shainoor","Khoja, Shainoor",FALSE
"Lebel, Jean",International Development Research Centre,Govenor In Council Appointments,"Lebel, Jean","Lebel, Jean",FALSE
"Patel, Nadir",International Development Research Centre,Govenor In Council Appointments,"Patel, Nadir","Patel, Nadir",FALSE
"Rosenthal, Uriel",International Development Research Centre,Govenor In Council Appointments,"Rosenthal, Uriel","Rosenthal, Uriel",FALSE
"Solberg, Monte",International Development Research Centre,Govenor In Council Appointments,"Solberg, Monte","Solberg, Monte",FALSE
"Bouchard, Beno?t",International Joint Commission,Govenor In Council Appointments,"Bouchard, Beno?t","Bouchard, Beno?t",FALSE
"Thompson, Aaron",International Niagara Committee,Govenor In Council Appointments,"Thompson, Aaron","Thompson, Aaron",FALSE
"Assu, Ted",International Pacific Halibut Commission,Govenor In Council Appointments,"Assu, Ted","Assu, Ted",FALSE
"Boyes, David",International Pacific Halibut Commission,Govenor In Council Appointments,"Boyes, David","Boyes, David",FALSE
"Ryall, Paul",International Pacific Halibut Commission,Govenor In Council Appointments,"Ryall, Paul","Ryall, Paul",FALSE
"Bouchard, Dominique",Jacques Cartier and Champlain Bridges Incorporated (The),Govenor In Council Appointments,"Bouchard, Dominique","Bouchard, Dominique",FALSE
"H_bert, Denise",Jacques Cartier and Champlain Bridges Incorporated (The),Govenor In Council Appointments,"H_bert, Denise","H_bert, Denise",FALSE
"Martel, Serge",Jacques Cartier and Champlain Bridges Incorporated (The),Govenor In Council Appointments,"Martel, Serge","Martel, Serge",FALSE
"Martin, Guy",Jacques Cartier and Champlain Bridges Incorporated (The),Govenor In Council Appointments,"Martin, Guy","Martin, Guy",FALSE
